raw_nmea
"$GPGGA,180035,4802.9601,N,-8193.918,W,0,3,1.0,0.0,M,,,*3D"
"$GPGGA,180034,4802.9601,N,-8180.355,W,0,7,1.7,0.0,M,,,*3E"
"$GPGGA,180034,4794.0601,N,-8180.355,W,0,7,1.7,0.0,M,,,*37"
"$GPGGA,180034,4794.0595,N,-8193.919,W,0,7,1.7,0.0,M,,,*39"
"$GPGGA,180034,4799.1760,N,-8193.731,W,0,7,1.7,0.0,M,,,*39"
"$GPGGA,180034,4801.0099,N,-8193.215,W,0,7,1.7,0.0,M,,,*34"
"$GPGGA,180034,4800.0984,N,-8192.459,W,0,7,1.7,0.0,M,,,*3F"
"$GPGGA,180034,4798.5449,N,-8191.090,W,0,7,1.7,0.0,M,,,*3A"
"$GPGGA,180034,4798.3215,N,-8190.934,W,0,7,1.7,0.0,M,,,*35"
"$GPGGA,180034,4799.8186,N,-8183.475,W,0,7,1.7,0.0,M,,,*3C"
"$GPGGA,180034,4799.5328,N,-8183.369,W,0,7,1.7,0.0,M,,,*3D"
"$GPGGA,180034,4799.3216,N,-8183.360,W,0,7,1.7,0.0,M,,,*3E"
"$GPGGA,180034,4798.9684,N,-8183.718,W,0,7,1.7,0.0,M,,,*31"
"$GPGGA,180034,4798.8389,N,-8183.559,W,0,7,1.7,0.0,M,,,*20"
"$GPGGA,180034,4798.6574,N,-8183.580,W,0,7,1.7,0.0,M,,,*28"
"$GPGGA,180034,4797.8552,N,-8183.062,W,0,7,1.7,0.0,M,,,*22"
"$GPGGA,180034,4797.8049,N,-8182.836,W,0,7,1.7,0.0,M,,,*27"
"$GPGGA,180034,4797.6173,N,-8182.622,W,0,7,1.7,0.0,M,,,*2A"
"$GPGGA,180034,4795.9584,N,-8189.797,W,0,7,1.7,0.0,M,,,*2A"
"$GPGGA,180034,4795.4027,N,-8189.535,W,0,7,1.7,0.0,M,,,*26"
"$GPGGA,180034,4795.9720,N,-8189.487,W,0,7,1.7,0.0,M,,,*21"
"$GPGGA,180034,4795.4268,N,-8189.351,W,0,7,1.7,0.0,M,,,*2E"
"$GPGGA,180034,4795.9720,N,-8189.204,W,0,7,1.7,0.0,M,,,*2D"
"$GPGGA,180034,4796.1677,N,-8189.198,W,0,7,1.7,0.0,M,,,*23"
"$GPGGA,180034,4796.1617,N,-8188.981,W,0,7,1.7,0.0,M,,,*25"
"$GPGGA,180034,4795.4027,N,-8188.993,W,0,7,1.7,0.0,M,,,*26"
"$GPGGA,180034,4795.4087,N,-8188.749,W,0,7,1.7,0.0,M,,,*25"
"$GPGGA,180034,4795.3937,N,-8188.984,W,0,7,1.7,0.0,M,,,*2C"
"$GPGGA,180034,4795.7159,N,-8188.993,W,0,7,1.7,0.0,M,,,*2D"
"$GPGGA,180034,4795.7340,N,-8188.740,W,0,7,1.7,0.0,M,,,*27"
"$GPGGA,180034,4795.7190,N,-8188.990,W,0,7,1.7,0.0,M,,,*2B"
"$GPGGA,180034,4795.9720,N,-8189.023,W,0,7,1.7,0.0,M,,,*29"
"$GPGGA,180034,4795.9840,N,-8188.731,W,0,7,1.7,0.0,M,,,*27"
"$GPGGA,180034,4796.1677,N,-8188.746,W,0,7,1.7,0.0,M,,,*25"
"$GPGGA,180034,4796.1707,N,-8188.514,W,0,7,1.7,0.0,M,,,*27"
"$GPGGA,180034,4795.9870,N,-8188.511,W,0,7,1.7,0.0,M,,,*26"
"$GPGGA,180034,4795.4147,N,-8188.526,W,0,7,1.7,0.0,M,,,*22"
"$GPGGA,180034,4795.4509,N,-8188.207,W,0,7,1.7,0.0,M,,,*2A"
"$GPGGA,180034,4795.4208,N,-8188.520,W,0,7,1.7,0.0,M,,,*2C"
"$GPGGA,180034,4795.7310,N,-8188.520,W,0,7,1.7,0.0,M,,,*27"
"$GPGGA,180034,4795.7461,N,-8188.176,W,0,7,1.7,0.0,M,,,*2B"
"$GPGGA,180034,4795.7310,N,-8188.514,W,0,7,1.7,0.0,M,,,*20"
"$GPGGA,180034,4795.9900,N,-8188.505,W,0,7,1.7,0.0,M,,,*24"
"$GPGGA,180034,4796.0081,N,-8188.183,W,0,7,1.7,0.0,M,,,*26"
