2024-12-21 14:08:11,410 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-12-21 14:08:11,443 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-12-21 14:08:11,444 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-12-21 14:08:11,444 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-12-21 14:08:11,446 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-12-21 14:08:11,446 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-12-21 14:08:11,447 INFO  SwAddin.cs: 201 - Setting up command manager
2024-12-21 14:08:11,447 INFO  SwAddin.cs: 204 - Adding command manager
2024-12-21 14:08:11,449 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-12-21 14:08:11,450 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-12-21 14:08:11,450 INFO  SwAddin.cs: 210 - Adding event handlers
2024-12-21 14:08:11,453 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-12-21 14:26:03,899 INFO  SwAddin.cs: 294 - Assembly export called for file AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:26:03,901 INFO  SwAddin.cs: 299 - Save is required
2024-12-21 14:26:03,901 INFO  SwAddin.cs: 313 - Saving assembly
2024-12-21 14:26:09,927 INFO  SwAddin.cs: 316 - Opening property manager
2024-12-21 14:26:09,942 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:26:09,948 INFO  ExportHelperExtension.cs: 1136 - Found 30 in AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:26:09,948 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:26:09,949 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-12-21 14:26:09,950 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-12-21 14:26:09,951 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AR03M1V01038 - Sustainer-1
2024-12-21 14:26:09,952 INFO  ExportHelperExtension.cs: 1136 - Found 95 in AR03M1V01038 - Sustainer-1
2024-12-21 14:26:09,952 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AR03M1V01038 - Sustainer-1
2024-12-21 14:26:09,952 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AR03V01AS027 - Interstage-1
2024-12-21 14:26:09,953 INFO  ExportHelperExtension.cs: 1136 - Found 97 in AR03V01AS027 - Interstage-1
2024-12-21 14:26:09,953 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AR03V01AS027 - Interstage-1
2024-12-21 14:26:09,954 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PP03V01AS019 - Booster-1
2024-12-21 14:26:09,954 INFO  ExportHelperExtension.cs: 1136 - Found 94 in PP03V01AS019 - Booster-1
2024-12-21 14:26:09,955 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PP03V01AS019 - Booster-1
2024-12-21 14:26:09,955 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:26:09,955 INFO  ExportHelperExtension.cs: 1136 - Found 30 in AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:26:09,956 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:26:09,956 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-12-21 14:26:09,956 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-12-21 14:26:09,956 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from AR03M1V01038 - Sustainer-1
2024-12-21 14:26:10,170 INFO  ExportHelperExtension.cs: 1136 - Found 95 in AR03M1V01038 - Sustainer-1
2024-12-21 14:26:10,171 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in AR03M1V01038 - Sustainer-1
2024-12-21 14:26:10,171 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from AR03V01AS027 - Interstage-1
2024-12-21 14:26:10,172 INFO  ExportHelperExtension.cs: 1136 - Found 97 in AR03V01AS027 - Interstage-1
2024-12-21 14:26:10,172 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in AR03V01AS027 - Interstage-1
2024-12-21 14:26:10,172 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PP03V01AS019 - Booster-1
2024-12-21 14:26:10,173 INFO  ExportHelperExtension.cs: 1136 - Found 94 in PP03V01AS019 - Booster-1
2024-12-21 14:26:10,173 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in PP03V01AS019 - Booster-1
2024-12-21 14:26:10,893 INFO  SwAddin.cs: 339 - Loading config tree
2024-12-21 14:26:10,896 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-12-21 14:26:10,901 INFO  SwAddin.cs: 344 - Showing property manager
2024-12-21 14:26:39,149 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-12-21 14:26:57,365 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-12-21 14:27:02,786 INFO  SwAddin.cs: 294 - Assembly export called for file AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:02,786 INFO  SwAddin.cs: 299 - Save is required
2024-12-21 14:27:02,787 INFO  SwAddin.cs: 313 - Saving assembly
2024-12-21 14:27:04,881 INFO  SwAddin.cs: 316 - Opening property manager
2024-12-21 14:27:04,882 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:04,882 INFO  ExportHelperExtension.cs: 1136 - Found 30 in AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:04,883 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:04,883 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-12-21 14:27:04,883 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-12-21 14:27:04,884 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AR03M1V01038 - Sustainer-1
2024-12-21 14:27:04,884 INFO  ExportHelperExtension.cs: 1136 - Found 95 in AR03M1V01038 - Sustainer-1
2024-12-21 14:27:04,884 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AR03M1V01038 - Sustainer-1
2024-12-21 14:27:04,885 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AR03V01AS027 - Interstage-1
2024-12-21 14:27:04,885 INFO  ExportHelperExtension.cs: 1136 - Found 97 in AR03V01AS027 - Interstage-1
2024-12-21 14:27:04,885 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AR03V01AS027 - Interstage-1
2024-12-21 14:27:04,886 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PP03V01AS019 - Booster-1
2024-12-21 14:27:04,886 INFO  ExportHelperExtension.cs: 1136 - Found 94 in PP03V01AS019 - Booster-1
2024-12-21 14:27:04,887 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PP03V01AS019 - Booster-1
2024-12-21 14:27:04,887 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:04,887 INFO  ExportHelperExtension.cs: 1136 - Found 30 in AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:04,888 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:04,888 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-12-21 14:27:04,888 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-12-21 14:27:04,889 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from AR03M1V01038 - Sustainer-1
2024-12-21 14:27:04,889 INFO  ExportHelperExtension.cs: 1136 - Found 95 in AR03M1V01038 - Sustainer-1
2024-12-21 14:27:04,889 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in AR03M1V01038 - Sustainer-1
2024-12-21 14:27:04,890 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from AR03V01AS027 - Interstage-1
2024-12-21 14:27:04,890 INFO  ExportHelperExtension.cs: 1136 - Found 97 in AR03V01AS027 - Interstage-1
2024-12-21 14:27:04,890 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in AR03V01AS027 - Interstage-1
2024-12-21 14:27:04,891 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PP03V01AS019 - Booster-1
2024-12-21 14:27:04,891 INFO  ExportHelperExtension.cs: 1136 - Found 94 in PP03V01AS019 - Booster-1
2024-12-21 14:27:04,892 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in PP03V01AS019 - Booster-1
2024-12-21 14:27:05,224 INFO  SwAddin.cs: 339 - Loading config tree
2024-12-21 14:27:05,225 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-12-21 14:27:05,227 INFO  SwAddin.cs: 344 - Showing property manager
2024-12-21 14:27:09,180 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-12-21 14:27:14,161 INFO  SwAddin.cs: 294 - Assembly export called for file AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:17,346 INFO  SwAddin.cs: 313 - Saving assembly
2024-12-21 14:27:18,407 INFO  SwAddin.cs: 316 - Opening property manager
2024-12-21 14:27:18,408 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:18,408 INFO  ExportHelperExtension.cs: 1136 - Found 30 in AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:18,409 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:18,409 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-12-21 14:27:18,409 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-12-21 14:27:18,410 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AR03M1V01038 - Sustainer-1
2024-12-21 14:27:18,410 INFO  ExportHelperExtension.cs: 1136 - Found 95 in AR03M1V01038 - Sustainer-1
2024-12-21 14:27:18,410 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AR03M1V01038 - Sustainer-1
2024-12-21 14:27:18,411 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AR03V01AS027 - Interstage-1
2024-12-21 14:27:18,411 INFO  ExportHelperExtension.cs: 1136 - Found 97 in AR03V01AS027 - Interstage-1
2024-12-21 14:27:18,412 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AR03V01AS027 - Interstage-1
2024-12-21 14:27:18,412 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PP03V01AS019 - Booster-1
2024-12-21 14:27:18,412 INFO  ExportHelperExtension.cs: 1136 - Found 94 in PP03V01AS019 - Booster-1
2024-12-21 14:27:18,413 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PP03V01AS019 - Booster-1
2024-12-21 14:27:18,413 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:18,413 INFO  ExportHelperExtension.cs: 1136 - Found 30 in AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:18,414 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:18,414 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-12-21 14:27:18,414 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-12-21 14:27:18,415 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from AR03M1V01038 - Sustainer-1
2024-12-21 14:27:18,415 INFO  ExportHelperExtension.cs: 1136 - Found 95 in AR03M1V01038 - Sustainer-1
2024-12-21 14:27:18,416 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in AR03M1V01038 - Sustainer-1
2024-12-21 14:27:18,416 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from AR03V01AS027 - Interstage-1
2024-12-21 14:27:18,417 INFO  ExportHelperExtension.cs: 1136 - Found 97 in AR03V01AS027 - Interstage-1
2024-12-21 14:27:18,417 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in AR03V01AS027 - Interstage-1
2024-12-21 14:27:18,417 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PP03V01AS019 - Booster-1
2024-12-21 14:27:18,417 INFO  ExportHelperExtension.cs: 1136 - Found 94 in PP03V01AS019 - Booster-1
2024-12-21 14:27:18,418 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in PP03V01AS019 - Booster-1
2024-12-21 14:27:18,496 INFO  SwAddin.cs: 339 - Loading config tree
2024-12-21 14:27:18,496 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-12-21 14:27:18,506 INFO  SwAddin.cs: 344 - Showing property manager
2024-12-21 14:27:31,854 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-12-21 14:27:39,899 INFO  SwAddin.cs: 294 - Assembly export called for file AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:39,899 INFO  SwAddin.cs: 299 - Save is required
2024-12-21 14:27:39,900 INFO  SwAddin.cs: 313 - Saving assembly
2024-12-21 14:27:41,985 INFO  SwAddin.cs: 316 - Opening property manager
2024-12-21 14:27:41,985 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:41,986 INFO  ExportHelperExtension.cs: 1136 - Found 30 in AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:41,986 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AR03V01AS040 - OT MK III - 75k ft Alt 2
2024-12-21 14:27:41,989 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-12-21 14:27:41,989 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-12-21 14:27:41,990 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AR03M1V01038 - Sustainer-1
2024-12-21 14:27:42,161 INFO  ExportHelperExtension.cs: 1136 - Found 95 in AR03M1V01038 - Sustainer-1
